Time;NumMsgSent;Distance;NodesLost;Targets_left
260,5349;5057;1347,162;0;0
384,2033;6014;1703,448;0;0
197,8692;3873;1089,717;0;0
296,8783;3478;970,3175;1;0
252,5404;4735;1311,247;0;0
198,6684;3632;923,7799;1;0
276,5491;3297;992,3663;1;0
270,5356;1589;608,3499;3;0
171,8679;3693;942,2;0;0
286,6148;2256;526,3467;4;0
295,5355;5269;1479,647;0;0
336,537;5687;1655,324;0;0
132,5343;2714;684,9559;0;0
365,5386;5951;1741,636;0;0
284,8692;4784;1360,486;0;0
196,8678;4057;935,1868;0;0
270,8696;5151;1358,633;0;0
